(5, 31, 6)
(6, 1301, 1)
(6, 1314, 43)
(22, 600, 1)
(10, 544, 24)
(11, 179, 16)
(11, 179, 9)
(25, 1404, 1)
(8, 718, 39)
(33, 1339, 1)
(33, 1320, 1)
(32, 1081, 1)
(32, 1109, 38)
(28, 747, 1)
(36, 1215, 1)
(12, 388, 25)
(5, 28, 6)
(22, 613, 35)
(25, 1400, 1)
(27, 659, 1)
(24, 955, 12)
(28, 746, 43)
(28, 1697, 41)
(36, 1226, 3)
(15, 881, 25)
(31, 1026, 52)
(12, 361, 1)
(12, 365, 1)
(12, 1851, 17)
(5, 1730, 1)
(5, 58, 9)
(5, 29, 7)
(5, 62, 6)
(7, 1818, 1)
(7, 318, 24)
(22, 614, 17)
(23, 580, 14)
(30, 1005, 17)
(11, 178, 16)
(16, 1167, 1)
(16, 1171, 33)
(25, 1385, 1)
(25, 1398, 32)
(8, 739, 39)
(33, 1340, 1)
(27, 657, 1)
(32, 1091, 1)
(24, 934, 1)
(29, 918, 1)
(28, 767, 1)
(28, 758, 41)
(28, 766, 6)
(28, 748, 44)
(15, 878, 5)
(21, 1909, 33)
(14, 216, 21)
(14, 214, 19)
(12, 335, 25)
(12, 1855, 26)
(12, 362, 26)
(6, 1297, 1)
(23, 559, 1)
(23, 571, 35)
(11, 140, 1)
(33, 1361, 54)
(27, 649, 1)
(27, 643, 25)
(32, 1094, 5)
(29, 1714, 41)
(28, 741, 6)
(21, 1908, 15)
(14, 217, 1)
(12, 395, 26)
(5, 1529, 1)
(5, 34, 9)
(7, 286, 1)
(7, 300, 13)
(17, 1250, 1)
(6, 1314, 52)
(18, 1506, 1)
(23, 572, 36)
(30, 998, 1)
(10, 1928, 1)
(10, 1931, 24)
(11, 1568, 1)
(11, 1561, 1)
(11, 143, 16)
(25, 1412, 14)
(35, 1443, 53)
(27, 650, 1)
(32, 1051, 1)
(32, 1098, 1)
(28, 766, 43)
(28, 796, 6)
(28, 817, 44)
(36, 1216, 1)
(36, 1224, 11)
(15, 899, 48)
(15, 892, 48)
(14, 195, 1)
(14, 1596, 21)
(14, 251, 22)
(2, 67, 1)
(12, 341, 1)
(12, 1857, 25)
(26, 1478, 1)
(5, 31, 2)
(6, 1304, 1)
(6, 1312, 43)
(22, 604, 1)
(23, 1935, 33)
(11, 170, 16)
(32, 1053, 1)
(24, 953, 51)
(24, 929, 11)
(28, 793, 43)
(2, 1555, 10)
(12, 372, 1)
(12, 348, 25)
(5, 1541, 7)
(23, 575, 1)
(37, 1451, 1)
(19, 438, 11)
(11, 1784, 1)
(11, 173, 9)
(11, 1787, 9)
(16, 1153, 1)
(25, 1389, 14)
(33, 1325, 1)
(28, 824, 43)
(28, 787, 42)
(15, 883, 47)
(31, 1015, 38)
(7, 300, 11)
(4, 1669, 1)
(11, 130, 1)
(11, 1583, 18)
(16, 1189, 33)
(25, 1390, 1)
(25, 1417, 54)
(8, 696, 1)
(32, 1090, 1)
(32, 1113, 29)
(24, 956, 49)
(29, 926, 44)
(36, 1228, 3)
(36, 1233, 35)
(14, 197, 1)
(12, 1613, 17)
(12, 345, 25)
(5, 1728, 7)
(5, 61, 7)
(7, 263, 24)
(4, 1670, 38)
(4, 1680, 15)
(22, 603, 17)
(23, 563, 36)
(30, 993, 1)
(11, 1562, 1)
(25, 1414, 32)
(8, 733, 40)
(35, 1434, 37)
(24, 929, 49)
(28, 743, 1)
(21, 515, 28)
(14, 226, 19)
(2, 85, 1)
(12, 1835, 1)
(12, 323, 17)
(26, 1486, 1)
(6, 1293, 1)
(16, 1172, 1)
(35, 1434, 1)
(33, 1353, 54)
(32, 1124, 51)
(24, 932, 1)
(24, 942, 49)
(14, 222, 1)
(14, 1591, 19)
(12, 320, 1)
(12, 339, 1)
(5, 27, 2)
(7, 277, 1)
(11, 1581, 18)
(11, 182, 18)
(16, 1150, 1)
(8, 708, 40)
(32, 1094, 51)
(24, 957, 11)
(28, 785, 1)
(28, 811, 41)
(36, 1234, 11)
(2, 1556, 10)
(12, 1834, 1)
(12, 405, 25)
(12, 392, 26)
(12, 334, 26)
(17, 1266, 14)
(6, 1312, 18)
(22, 605, 1)
(23, 568, 1)
(30, 1005, 23)
(11, 186, 17)
(11, 156, 9)
(11, 175, 9)
(25, 1402, 32)
(35, 1426, 37)
(33, 1335, 1)
(32, 1067, 5)
(24, 939, 49)
(28, 742, 42)
(21, 507, 14)
(14, 192, 1)
(14, 229, 21)
(14, 227, 20)
(12, 1609, 17)
(12, 370, 28)
(12, 332, 28)
(7, 278, 1)
(17, 1257, 25)
(11, 145, 1)
(11, 1772, 1)
(8, 697, 1)
(8, 713, 1)
(33, 1354, 1)
(27, 643, 1)
(27, 665, 14)
(32, 1085, 29)
(28, 761, 43)
(28, 776, 43)
(15, 835, 25)
(21, 474, 1)
(21, 497, 1)
(21, 1913, 32)
(31, 1014, 1)
(31, 1038, 52)
(9, 1764, 13)
(9, 102, 14)
(9, 116, 14)
(12, 332, 26)
(5, 45, 1)
(7, 1822, 1)
(23, 559, 35)
(11, 1770, 1)
(11, 1586, 16)
(11, 1786, 9)
(11, 165, 18)
(33, 1337, 1)
(32, 1089, 54)
(28, 758, 1)
(28, 807, 41)
(36, 1235, 28)
(15, 852, 1)
(15, 846, 1)
(15, 887, 47)
(14, 207, 1)
(31, 1042, 52)
(5, 59, 9)
(7, 290, 1)
(22, 597, 37)
(23, 1937, 36)
(23, 554, 36)
(19, 423, 23)
(11, 138, 1)
(16, 1160, 1)
(27, 647, 1)
(32, 1065, 1)
(24, 964, 49)
(29, 1714, 1)
(36, 1226, 29)
(26, 1485, 1)
(5, 44, 1)
(7, 262, 1)
(7, 308, 13)
(6, 1307, 1)
(22, 613, 17)
(23, 558, 1)
(23, 572, 1)
(30, 1009, 23)
(11, 153, 1)
(11, 142, 16)
(11, 1574, 9)
(28, 801, 42)
(15, 870, 47)
(21, 504, 15)
(14, 231, 22)
(14, 196, 20)
(9, 115, 15)
(2, 1752, 1)
(12, 385, 28)
(12, 390, 26)
(7, 1825, 13)
(4, 1681, 21)
(23, 584, 33)
(30, 1009, 28)
(10, 1919, 1)
(11, 150, 16)
(11, 165, 9)
(11, 1579, 18)
(11, 156, 19)
(33, 1328, 1)
(24, 954, 11)
(28, 813, 42)
(15, 838, 48)
(7, 1819, 1)
(7, 270, 1)
(7, 300, 23)
(17, 1277, 14)
(6, 1294, 1)
(22, 597, 1)
(37, 1449, 37)
(11, 159, 1)
(11, 180, 17)
(11, 1800, 16)
(25, 1420, 32)
(27, 648, 1)
(32, 1112, 51)
(29, 923, 41)
(29, 921, 19)
(28, 770, 1)
(15, 839, 1)
(15, 838, 28)
(14, 209, 1)
(14, 253, 21)
(14, 195, 22)
(12, 374, 1)
(12, 367, 17)
(12, 1850, 26)
(5, 37, 8)
(22, 612, 17)
(11, 165, 1)
(11, 1778, 1)
(25, 1406, 1)
(28, 802, 41)
(14, 213, 1)
(31, 1038, 38)
(2, 77, 1)
(13, 1200, 1)
(5, 1739, 1)
(5, 1747, 7)
(22, 594, 1)
(11, 136, 9)
(11, 168, 18)
(25, 1389, 1)
(25, 1392, 1)
(33, 1381, 54)
(33, 1360, 51)
(27, 676, 25)
(32, 1055, 1)
(32, 1101, 54)
(29, 903, 1)
(28, 819, 45)
(15, 879, 21)
(14, 225, 19)
(31, 1037, 38)
(13, 1210, 9)
(5, 59, 8)
(5, 1747, 8)
(6, 1308, 18)
(10, 1930, 17)
(11, 1577, 9)
(33, 1344, 1)
(33, 1351, 29)
(33, 1366, 29)
(32, 1086, 1)
(28, 778, 1)
(15, 841, 46)
(21, 507, 33)
(21, 512, 28)
(14, 205, 1)
(14, 238, 21)
(31, 1012, 52)
(9, 118, 13)
(12, 367, 1)
(26, 1493, 1)
(7, 271, 1)
(10, 542, 23)
(16, 1166, 33)
(8, 729, 5)
(33, 1357, 29)
(32, 1050, 51)
(28, 748, 41)
(36, 1216, 29)
(15, 854, 25)
(15, 832, 47)
(15, 884, 48)
(2, 74, 11)
(12, 370, 17)
(26, 1489, 1)
(6, 1305, 1)
(6, 1308, 9)
(30, 1002, 35)
(11, 129, 16)
(33, 1349, 1)
(28, 768, 1)
(28, 812, 41)
(28, 780, 42)
(28, 789, 6)
(28, 766, 45)
(15, 887, 25)
(14, 196, 19)
(14, 213, 19)
(31, 1013, 1)
(5, 56, 1)
(23, 551, 1)
(23, 553, 36)
(30, 998, 23)
(37, 1451, 8)
(10, 1923, 1)
(11, 135, 17)
(16, 1150, 34)
(25, 1414, 54)
(25, 1414, 14)
(8, 705, 1)
(8, 703, 1)
(35, 1426, 1)
(33, 1334, 1)
(32, 1108, 29)
(24, 937, 1)
(28, 748, 1)
(28, 777, 45)
(28, 829, 44)
(14, 250, 22)
(14, 1593, 20)
(14, 235, 19)
(12, 380, 19)
(4, 638, 1)
(30, 983, 1)
(30, 1001, 23)
(37, 1458, 10)
(10, 1925, 1)
(19, 431, 29)
(8, 727, 40)
(32, 1050, 1)
(24, 939, 50)
(24, 952, 12)
(28, 828, 42)
(28, 796, 45)
(28, 828, 44)
(15, 890, 46)
(15, 832, 48)
(21, 484, 1)
(14, 227, 19)
(31, 1017, 1)
(31, 1043, 52)
(2, 1750, 1)
(2, 1754, 1)
(2, 85, 10)
(12, 393, 17)
(12, 1844, 17)
(12, 1850, 25)
(30, 988, 35)
(25, 1388, 27)
(25, 1415, 35)
(33, 1371, 29)
(27, 664, 25)
(24, 941, 35)
(29, 907, 1)
(28, 828, 43)
(28, 746, 41)
(28, 810, 42)
(28, 1699, 45)
(28, 798, 44)
(36, 1218, 1)
(15, 844, 1)
(15, 870, 5)
(21, 480, 28)
(14, 238, 20)
(7, 256, 1)
(19, 444, 30)
(11, 1785, 1)
(11, 166, 18)
(16, 1180, 22)
(27, 650, 13)
(28, 751, 1)
(28, 777, 43)
(14, 193, 20)
(14, 244, 20)
(12, 1857, 27)
(12, 1615, 27)
(26, 1491, 1)
(26, 1474, 1)
(4, 1678, 21)
(11, 136, 16)
(16, 1184, 34)
(33, 1374, 54)
(27, 645, 14)
(28, 801, 41)
(28, 787, 45)
(12, 381, 19)
(5, 37, 1)
(5, 32, 2)
(5, 60, 9)
(4, 1943, 1)
(37, 1454, 1)
(11, 128, 1)
(11, 168, 16)
(11, 124, 18)
(25, 1389, 32)
(33, 1326, 1)
(33, 1369, 29)
(32, 1125, 54)
(29, 916, 42)
(28, 780, 6)
(28, 810, 45)
(36, 1234, 35)
(15, 892, 47)
(21, 476, 1)
(21, 470, 1)
(21, 478, 1)
(21, 482, 1)
(31, 1037, 53)
(9, 115, 14)
(12, 1612, 25)
(12, 402, 25)
(5, 57, 8)
(7, 301, 1)
(10, 521, 1)
(11, 1779, 1)
(11, 158, 1)
(11, 136, 1)
(11, 132, 18)
(11, 124, 19)
(8, 721, 1)
(33, 1330, 1)
(32, 1085, 5)
(24, 943, 50)
(29, 909, 1)
(29, 914, 1)
(29, 906, 1)
(28, 742, 1)
(21, 494, 14)
(14, 228, 19)
(31, 1019, 1)
(9, 102, 13)
(5, 34, 2)
(20, 973, 1)
(10, 1920, 1)
(11, 160, 16)
(11, 160, 19)
(33, 1380, 54)
(27, 679, 25)
(32, 1089, 1)
(32, 1121, 51)
(15, 881, 21)
(15, 891, 25)
(15, 877, 28)
(21, 1910, 14)
(14, 206, 22)
(14, 247, 22)
(9, 104, 13)
(2, 80, 10)
(7, 283, 1)
(4, 621, 1)
(23, 571, 1)
(37, 1448, 1)
(8, 718, 1)
(8, 735, 40)
(33, 1348, 51)
(32, 1105, 5)
(28, 780, 44)
(36, 1222, 1)
(15, 865, 1)
(15, 857, 5)
(15, 881, 28)
(21, 479, 1)
(21, 509, 32)
(21, 485, 15)
(14, 194, 1)
(14, 231, 19)
(31, 1025, 1)
(12, 349, 27)
(3, 1895, 9)
(30, 988, 23)
(11, 146, 1)
(11, 180, 9)
(8, 708, 5)
(33, 1377, 54)
(33, 1365, 54)
(27, 659, 25)
(27, 645, 25)
(32, 1100, 1)
(28, 824, 42)
(36, 1226, 11)
(15, 872, 48)
(21, 504, 28)
(12, 362, 19)
(17, 1275, 28)
(6, 1312, 11)
(10, 1930, 13)
(11, 1771, 1)
(11, 1560, 1)
(11, 1789, 9)
(16, 1184, 21)
(8, 727, 5)
(33, 1368, 29)
(27, 652, 13)
(24, 930, 1)
(28, 771, 41)
(28, 1696, 6)
(15, 845, 1)
(21, 498, 1)
(21, 490, 1)
(14, 220, 20)
(31, 1024, 38)
(9, 95, 1)
(2, 86, 1)
(2, 1749, 1)
(26, 1473, 1)
(20, 972, 1)
(22, 607, 1)
(30, 988, 36)
(10, 520, 1)
(10, 1926, 1)
(10, 1914, 1)
(10, 521, 13)
(35, 1443, 24)
(33, 1374, 51)
(33, 1365, 29)
(24, 948, 51)
(36, 1214, 29)
(15, 867, 1)
(21, 506, 33)
(14, 206, 1)
(14, 235, 20)
(9, 96, 13)
(12, 1839, 1)
(7, 298, 1)
(22, 1939, 17)
(22, 600, 37)
(32, 1071, 1)
(32, 1056, 1)
(32, 1094, 38)
(28, 823, 43)
(15, 857, 25)
(14, 226, 22)
(31, 1025, 53)
(31, 1013, 52)
(2, 1751, 1)
(7, 1817, 1)
(10, 1927, 1)
(19, 438, 23)
(11, 1788, 9)
(25, 1402, 54)
(33, 1360, 1)
(27, 654, 1)
(27, 672, 13)
(32, 1105, 38)
(28, 826, 43)
(15, 860, 1)
(15, 857, 48)
(21, 492, 1)
(12, 1855, 27)
(12, 321, 19)
(13, 1212, 16)
(7, 317, 24)
(6, 1300, 1)
(23, 584, 36)
(30, 994, 36)
(11, 149, 1)
(11, 163, 1)
(25, 1397, 21)
(33, 1323, 1)
(33, 1353, 1)
(29, 915, 42)
(28, 777, 41)
(28, 829, 42)
(15, 863, 1)
(21, 508, 15)
(31, 1026, 1)
(12, 376, 17)
(12, 400, 27)
(5, 48, 1)
(17, 1266, 1)
(22, 1938, 1)
(22, 604, 37)
(30, 1002, 17)
(37, 1459, 8)
(11, 1571, 1)
(11, 140, 18)
(33, 1333, 1)
(27, 662, 25)
(32, 1067, 1)
(32, 1079, 1)
(32, 1079, 5)
(28, 771, 1)
(28, 813, 41)
(15, 857, 1)
(15, 1709, 25)
(14, 215, 1)
(2, 78, 1)
(12, 335, 1)
(13, 1208, 9)
(7, 310, 24)
(4, 1668, 1)
(4, 1670, 1)
(23, 564, 1)
(16, 1166, 34)
(33, 1332, 51)
(33, 1364, 29)
(32, 1122, 54)
(29, 904, 1)
(29, 905, 1)
(29, 924, 44)
(14, 1811, 22)
(14, 243, 22)
(2, 69, 1)
(2, 1545, 11)
(12, 339, 17)
(12, 354, 25)
(12, 375, 19)
(3, 1651, 9)
(4, 1679, 38)
(4, 639, 4)
(23, 575, 36)
(30, 1007, 28)
(30, 1004, 36)
(30, 1009, 35)
(10, 524, 1)
(10, 542, 24)
(11, 169, 18)
(35, 1437, 1)
(27, 666, 13)
(32, 1069, 1)
(32, 1070, 1)
(24, 932, 50)
(28, 766, 1)
(14, 217, 21)
(14, 230, 20)
(2, 1547, 1)
(12, 1850, 17)
(12, 393, 25)
(12, 1609, 28)
(12, 369, 26)
(5, 49, 1)
(5, 30, 7)
(7, 1816, 1)
(20, 969, 1)
(4, 630, 1)
(23, 546, 1)
(23, 587, 34)
(37, 1455, 1)
(19, 431, 28)
(19, 423, 29)
(11, 1775, 1)
(16, 1180, 34)
(8, 737, 39)
(32, 1088, 1)
(24, 930, 50)
(15, 849, 1)
(14, 214, 1)
(14, 209, 19)
(31, 1024, 1)
(2, 1553, 1)
(12, 1841, 1)
(12, 338, 1)
(4, 626, 1)
(6, 1296, 1)
(23, 562, 1)
(11, 150, 1)
(11, 1803, 17)
(11, 1801, 16)
(25, 1421, 32)
(25, 1397, 11)
(24, 943, 1)
(24, 954, 12)
(29, 915, 1)
(15, 875, 25)
(2, 1748, 1)
(12, 330, 1)
(12, 354, 1)
(12, 345, 27)
(5, 27, 6)
(7, 261, 1)
(7, 279, 1)
(4, 1680, 4)
(6, 1303, 1)
(22, 603, 1)
(30, 1001, 17)
(25, 1422, 35)
(8, 683, 1)
(24, 956, 50)
(28, 757, 1)
(9, 104, 1)
(12, 393, 27)
(5, 45, 6)
(4, 623, 1)
(4, 625, 1)
(4, 1685, 38)
(33, 1372, 29)
(27, 1946, 1)
(32, 1058, 1)
(32, 1095, 1)
(24, 954, 50)
(28, 783, 1)
(28, 784, 1)
(28, 766, 42)
(15, 836, 1)
(5, 33, 2)
(5, 45, 7)
(22, 610, 17)
(22, 592, 17)
(30, 994, 1)
(10, 537, 1)
(11, 133, 1)
(16, 1168, 1)
(16, 1179, 19)
(32, 1097, 1)
(29, 901, 1)
(29, 926, 41)
(28, 792, 6)
(15, 840, 1)
(15, 861, 1)
(15, 872, 46)
(14, 1597, 21)
(12, 342, 25)
(26, 1473, 11)
(5, 1743, 1)
(5, 31, 1)
(7, 260, 1)
(11, 130, 9)
(11, 166, 9)
(16, 1183, 21)
(16, 1170, 33)
(24, 941, 1)
(21, 482, 32)
(20, 976, 1)
(20, 966, 1)
(23, 570, 34)
(23, 559, 36)
(10, 539, 1)
(10, 543, 24)
(11, 178, 17)
(11, 1793, 9)
(25, 1406, 54)
(25, 1405, 35)
(35, 1425, 1)
(27, 652, 1)
(27, 645, 1)
(27, 657, 25)
(32, 1083, 1)
(24, 950, 1)
(24, 951, 12)
(28, 1700, 45)
(15, 835, 1)
(15, 872, 5)
(15, 892, 25)
(2, 65, 1)
(12, 344, 1)
(26, 1495, 23)
(7, 304, 24)
(4, 1684, 38)
(17, 1285, 25)
(23, 565, 14)
(23, 571, 14)
(10, 518, 1)
(10, 530, 1)
(11, 160, 1)
(11, 1776, 1)
(11, 1792, 9)
(8, 708, 14)
(33, 1322, 1)
(32, 1066, 1)
(32, 1104, 5)
(32, 1088, 51)
(29, 910, 1)
(15, 840, 46)
(14, 222, 20)
(9, 96, 1)
(12, 1849, 17)
(12, 382, 25)
(12, 328, 25)
(17, 1275, 14)
(18, 1505, 1)
(11, 1563, 1)
(11, 1566, 1)
(11, 173, 16)
(11, 180, 16)
(25, 1397, 1)
(33, 1348, 54)
(33, 1367, 29)
(27, 670, 14)
(32, 1085, 1)
(32, 1091, 5)
(28, 788, 45)
(15, 840, 25)
(21, 516, 33)
(14, 246, 20)
(14, 228, 20)
(31, 1047, 52)
(2, 72, 1)
(12, 1844, 19)
(7, 291, 1)
(35, 1441, 1)
(33, 1348, 1)
(33, 1319, 1)
(33, 1325, 29)
(27, 675, 25)
(28, 792, 41)
(28, 788, 44)
(21, 1908, 14)
(21, 480, 14)
(14, 225, 22)
(12, 1858, 27)
(5, 41, 1)
(7, 1827, 13)
(7, 1833, 11)
(10, 1932, 24)
(10, 545, 23)
(11, 121, 1)
(11, 145, 9)
(11, 164, 18)
(32, 1072, 1)
(32, 1084, 51)
(32, 1079, 51)
(24, 949, 1)
(24, 953, 12)
(15, 872, 25)
(21, 1655, 1)
(14, 1809, 20)
(14, 230, 19)
(31, 1015, 1)
(2, 69, 10)
(2, 1554, 4)
(12, 1609, 19)
(20, 968, 1)
(3, 1889, 1)
(6, 1291, 1)
(23, 573, 1)
(10, 533, 1)
(11, 161, 1)
(11, 124, 1)
(11, 1588, 19)
(33, 1327, 1)
(24, 946, 49)
(28, 751, 41)
(15, 871, 5)
(21, 480, 1)
(14, 1805, 1)
(14, 1594, 20)
(12, 1859, 25)
(12, 398, 25)
(12, 1617, 26)
(22, 590, 37)
(16, 1166, 1)
(25, 1396, 1)
(35, 1433, 1)
(32, 1115, 29)
(36, 1216, 3)
(15, 838, 5)
(14, 248, 21)
(12, 1614, 27)
(12, 339, 27)
(12, 398, 27)
(12, 341, 26)
(5, 1729, 1)
(23, 572, 35)
(8, 701, 1)
(33, 1343, 1)
(33, 1328, 54)
(33, 1373, 51)
(24, 939, 51)
(28, 747, 43)
(28, 781, 41)
(28, 778, 41)
(15, 834, 1)
(15, 869, 48)
(14, 232, 20)
(14, 248, 20)
(12, 321, 1)
(12, 369, 1)
(12, 328, 19)
(26, 1475, 1)
(7, 311, 24)
(4, 1676, 1)
(4, 1671, 1)
(23, 572, 33)
(37, 1445, 1)
(10, 1664, 13)
(11, 147, 1)
(35, 1431, 1)
(15, 856, 46)
(15, 845, 46)
(12, 397, 27)
(12, 1847, 19)
(5, 1728, 2)
(20, 967, 1)
(17, 1271, 1)
(22, 607, 37)
(37, 1461, 8)
(11, 139, 1)
(16, 1165, 1)
(25, 1411, 14)
(33, 1341, 1)
(32, 1106, 5)
(32, 1103, 54)
(32, 1088, 54)
(24, 940, 1)
(28, 788, 6)
(15, 859, 1)
(15, 875, 47)
(21, 494, 15)
(21, 502, 15)
(12, 401, 25)
(12, 348, 26)
(10, 535, 1)
(8, 736, 39)
(29, 917, 1)
(28, 756, 41)
(28, 800, 41)
(15, 879, 48)
(21, 475, 1)
(21, 513, 28)
(21, 504, 14)
(14, 223, 22)
(12, 1604, 1)
(7, 267, 1)
(7, 1815, 1)
(23, 563, 1)
(11, 154, 9)
(16, 1154, 1)
(16, 1187, 34)
(35, 1438, 1)
(35, 1442, 24)
(33, 1371, 54)
(33, 1366, 51)
(33, 1370, 29)
(32, 1101, 1)
(21, 493, 1)
(21, 502, 14)
(14, 202, 1)
(9, 96, 14)
(12, 395, 17)
(7, 304, 13)
(7, 262, 23)
(20, 968, 50)
(6, 1295, 1)
(23, 569, 34)
